30.666944,120.835369
30.666944,120.848622
30.666944,120.861874
30.666944,120.875127
30.666944,120.888379
30.666944,120.901632
30.666944,120.914884
30.666944,120.928137
30.666944,120.941389
30.666944,120.954642
30.666944,120.967894
30.666944,120.981147
30.666944,120.994399
30.666944,121.007652
30.666944,121.020904
30.666944,121.034157
30.666944,121.047409
30.666944,121.060662
30.666944,121.073915
30.666944,121.087167
30.666944,121.100420
30.666944,121.113672
30.666944,121.126925
30.666944,121.140177
30.666944,121.153430
30.666944,121.166682
30.666944,121.179935
30.666944,121.193187
30.666944,121.206440
30.666944,121.219692
30.666944,121.232945
30.666944,121.246197
30.666944,121.259450
30.666944,121.272702
30.666944,121.285955
30.666944,121.299208
30.666944,121.312460
30.666944,121.325713
30.666944,121.338965
30.666944,121.352218
30.666944,121.365470
30.666944,121.378723
30.666944,121.391975
30.666944,121.405228
30.666944,121.418480
30.666944,121.431733
30.666944,121.444985
30.666944,121.458238
30.666944,121.471490
30.666944,121.484743
30.666944,121.497996
30.666944,121.511248
30.666944,121.524501
30.666944,121.537753
30.666944,121.551006
30.666944,121.564258
30.666944,121.577511
30.666944,121.590763
30.666944,121.604016
30.666944,121.617268
30.666944,121.630521
30.666944,121.643773
30.666944,121.657026
30.666944,121.670278
30.666944,121.683531
30.666944,121.696783
30.666944,121.710036
30.666944,121.723289
30.666944,121.736541
30.666944,121.749794
30.666944,121.763046
30.666944,121.776299
30.666944,121.789551
30.666944,121.802804
30.666944,121.816056
30.666944,121.829309
30.666944,121.842561
30.666944,121.855814
30.666944,121.869066
30.666944,121.882319
30.666944,121.895571
30.666944,121.908824
30.666944,121.922076
30.666944,121.935329
30.666944,121.948582
30.666944,121.961834
30.666944,121.975087
30.666944,121.988339
30.666944,122.001592
30.666944,122.014844
30.666944,122.028097
30.666944,122.041349
30.666944,122.054602
30.666944,122.067854
30.666944,122.081107
30.666944,122.094359
30.666944,122.107612
30.666944,122.120864
30.666944,122.134117
30.666944,122.147369
30.675645,120.835369
30.675645,120.848622
30.675645,120.861874
30.675645,120.875127
30.675645,120.888379
30.675645,120.901632
30.675645,120.914884
30.675645,120.928137
30.675645,120.941389
30.675645,120.954642
30.675645,120.967894
30.675645,120.981147
30.675645,120.994399
30.675645,121.007652
30.675645,121.020904
30.675645,121.034157
30.675645,121.047409
30.675645,121.060662
30.675645,121.073915
30.675645,121.087167
30.675645,121.100420
30.675645,121.113672
30.675645,121.126925
30.675645,121.140177
30.675645,121.153430
30.675645,121.166682
30.675645,121.179935
30.675645,121.193187
30.675645,121.206440
30.675645,121.219692
30.675645,121.232945
30.675645,121.246197
30.675645,121.259450
30.675645,121.272702
30.675645,121.285955
30.675645,121.299208
30.675645,121.312460
30.675645,121.325713
30.675645,121.338965
30.675645,121.352218
30.675645,121.365470
30.675645,121.378723
30.675645,121.391975
30.675645,121.405228
30.675645,121.418480
30.675645,121.431733
30.675645,121.444985
